Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,DISAGREEMENTS,DISAGREEMENT EDITS,DISAGREEMENT NOTES,ISLAND,ID
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2480
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2481
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2482
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2483
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Jawa,2484
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2485
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2486
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2487
NA,AGREE_NON,COMMISSION,YES,NA,NA,Jawa,2488
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2489
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2490
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2491
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2492
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2493
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2494
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2495
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2496
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2497
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2498
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2499
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2500
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2501
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2502
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2503
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2504
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2505
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2506
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2507
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2508
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2509
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2510
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2511
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2512
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2513
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2514
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2515
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2516
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2517
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2518
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2519
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2520
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2521
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2522
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2523
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2524
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2525
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2526
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2527
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2528
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2529
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2530
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2531
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2532
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2533
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2534
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2535
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2536
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2537
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2538
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2539
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2540
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2541
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2542
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2543
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2544
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2545
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2546
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2547
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2548
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2549
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2550
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2551
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2552
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2553
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2554
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2555
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2556
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2557
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2558
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2559
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2560
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2561
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2562
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2563
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2564
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2565
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2566
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2567
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2568
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2569
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2570
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2571
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2572
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2573
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2574
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2575
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2576
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2577
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2578
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2579
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2580
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2581
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2582
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2583
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2584
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2585
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2586
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2587
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2588
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2589
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2590
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2591
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2592
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2593
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2594
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2595
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2596
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2597
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2598
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2599
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2600
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2601
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2602
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2603
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2604
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2605
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2606
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2607
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2608
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2609
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2610
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2611
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2612
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2613
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2614
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2615
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2616
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2617
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2618
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2619
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2620
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2621
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2622
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2623
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2624
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2625
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2626
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2627
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2628
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2629
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2630
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2631
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2632
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2633
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2634
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2635
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2636
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2637
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2638
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2639
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2640
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2641
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2642
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2643
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2644
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2645
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2646
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2647
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2648
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2649
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2650
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2651
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2652
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2653
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2654
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2655
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2656
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2657
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2658
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2659
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2660
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2661
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2662
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2663
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2664
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2665
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2666
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2667
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2668
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2669
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2670
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2671
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2672
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2673
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2674
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2675
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2676
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2677
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2678
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2679
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2680
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2681
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2682
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2683
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2684
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2685
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2686
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2687
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2688
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2689
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2690
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2691
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2692
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2693
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2694
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2695
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2696
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2697
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2698
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2699
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2700
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2701
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2702
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2703
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2704
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2705
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2706
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2707
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2708
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2709
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2710
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2711
NA,OMISSION,AGREE_NON,YES,NA,NA,Jawa,2712
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2713
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2714
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2715
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2716
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2717
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2718
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2719
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2720
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2721
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2722
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2723
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2724
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2725
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2726
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2727
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2728
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2729
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2730
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2731
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2732
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2733
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2734
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2735
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2736
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2737
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2738
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2739
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2740
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2741
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2742
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2743
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2744
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2745
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2746
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2747
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2748
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2749
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2750
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2751
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2752
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2753
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2754
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2755
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2756
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2757
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2758
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2759
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2760
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Jawa,2761
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2762
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2763
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2764
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2765
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2766
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2767
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2768
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2769
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2770
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2771
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2772
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2773
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2774
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2775
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2776
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2777
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2778
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2779
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2780
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2781
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2782
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2783
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2784
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2785
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2786
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2787
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2788
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2789
NA,OMISSION,OMISSION,YES,NA,NA,Jawa,2790
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2791
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2792
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2793
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2794
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2795
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2796
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2797
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2798
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2799
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2800
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2801
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2802
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2803
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2804
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2805
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2806
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2807
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2808
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2809
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2810
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2811
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2812
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2813
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2814
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2815
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2816
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2817
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2818
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2819
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2820
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2821
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2822
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2823
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2824
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2825
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2826
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2827
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2828
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2829
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2830
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2831
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2832
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2833
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Jawa,2834
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2835
NA,OMISSION,AGREE_NON,YES,NA,NA,Jawa,2836
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2837
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2838
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2839
NA,COMMISSION,AGREE_NON,YES,NA,NA,Jawa,2840
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2841
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2842
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2843
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2844
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2845
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2846
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2847
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2848
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2849
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2850
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2851
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2852
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Jawa,2853
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2854
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2855
