Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,DISAGREEMENTS,DISAGREEMENT EDITS,DISAGREEMENT NOTES,ISLAND,ID
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2856
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2857
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2858
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2859
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2860
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2861
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2862
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2863
NA,AGREE_FOR,OMISSION,YES,NA,NA,Jawa,2864
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2865
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2866
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2867
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2868
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2869
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2870
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2871
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2872
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2873
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Jawa,2874
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,2875
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2876
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2877
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2878
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2879
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2880
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,2881
NA,OMISSION,AGREE_FOR,YES,NA,NA,Kalimantan,2882
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2883
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2884
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2885
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2886
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2887
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2888
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2889
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2890
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2891
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,2892
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2893
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2894
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2895
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2896
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2897
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2898
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2899
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2900
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2901
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2902
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2903
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2904
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2905
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2906
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2907
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2908
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2909
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2910
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2911
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2912
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2913
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2914
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2915
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2916
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,2917
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,2918
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,2919
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2920
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2921
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2922
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2923
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2924
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2925
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2926
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2927
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2928
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2929
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2930
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2931
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2932
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,2933
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2934
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2935
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2936
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2937
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2938
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2939
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2940
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2941
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,2942
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2943
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2944
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2945
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2946
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2947
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2948
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2949
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2950
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2951
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2952
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2953
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,2954
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2955
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2956
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2957
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2958
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2959
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2960
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2961
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2962
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2963
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2964
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2965
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2966
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2967
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2968
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2969
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2970
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2971
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2972
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2973
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2974
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2975
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2976
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2977
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2978
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2979
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2980
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2981
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2982
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2983
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2984
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2985
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2986
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2987
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,2988
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,2989
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2990
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2991
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2992
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,2993
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2994
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2995
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,2996
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2997
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2998
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,2999
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3000
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3001
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3002
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3003
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3004
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3005
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3006
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3007
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3008
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3009
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3010
NA,OMISSION,AGREE_FOR,YES,NA,NA,Kalimantan,3011
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3012
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3013
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3014
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3015
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3016
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3017
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3018
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3019
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3020
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3021
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3022
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3023
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3024
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3025
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3026
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3027
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3028
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3029
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3030
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3031
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3032
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3033
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3034
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3035
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3036
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3037
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3038
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3039
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3040
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3041
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3042
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3043
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3044
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3045
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3046
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3047
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3048
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3049
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3050
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3051
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3052
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3053
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3054
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3055
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3056
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3057
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3058
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3059
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3060
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3061
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3062
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3063
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3064
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3065
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3066
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3067
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3068
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3069
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3070
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3071
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3072
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3073
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3074
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3075
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3076
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3077
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3078
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3079
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3080
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3081
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3082
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3083
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3084
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3085
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3086
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3087
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3088
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3089
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3090
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3091
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3092
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3093
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3094
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3095
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3096
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3097
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3098
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3099
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3100
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3101
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3102
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3103
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3104
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3105
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3106
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3107
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3108
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3109
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3110
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3111
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3112
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3113
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3114
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3115
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3116
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3117
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3118
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3119
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3120
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3121
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3122
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3123
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3124
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3125
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3126
NA,OMISSION,AGREE_FOR,YES,NA,NA,Kalimantan,3127
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3128
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3129
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3130
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3131
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3132
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3133
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3134
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3135
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3136
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3137
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3138
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3139
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3140
NA,AGREE_FOR,COMMISSION,YES,NA,NA,Kalimantan,3141
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3142
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3143
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3144
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3145
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3146
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3147
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3148
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3149
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3150
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3151
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3152
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3153
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3154
NA,OMISSION,COMMISSION,YES,NA,NA,Kalimantan,3155
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3156
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3157
NA,AGREE_FOR,COMMISSION,YES,NA,NA,Kalimantan,3158
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3159
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3160
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3161
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3162
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3163
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3164
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3165
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3166
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3167
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3168
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3169
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3170
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3171
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3172
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3173
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3174
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3175
NA,AGREE_FOR,OMISSION,YES,NA,NA,Kalimantan,3176
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3177
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3178
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3179
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3180
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3181
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3182
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3183
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3184
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3185
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3186
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3187
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3188
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3189
NA,AGREE_FOR,AGREE_NON,NONE,NA,NA,Kalimantan,3190
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3191
NA,COMMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3192
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3193
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3194
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3195
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3196
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3197
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3198
NA,OMISSION,OMISSION,YES,NA,NA,Kalimantan,3199
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3200
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3201
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3202
NA,OMISSION,AGREE_FOR,YES,NA,NA,Kalimantan,3203
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3204
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3205
NA,OMISSION,AGREE_NON,YES,NA,NA,Kalimantan,3206
NA,AGREE_FOR,AGREE_FOR,NONE,NA,NA,Kalimantan,3207
NA,AGREE_NON,AGREE_NON,NONE,NA,NA,Kalimantan,3208
