Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,9,,4007,Non Forest,NA,1994,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Rubber?,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4008,Primary intact,NA,1990,high,no,high,,,,,,highland,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4009,Primary intact,NA,1995,high,yes,low,Sample complete!,2012,2011,Degraded - Selective Logging,low,Unsure when/if logging affected area surrounding pixel,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4010,Primary intact,NA,1990,high,no,high,,,,,,highland,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,Spot image partially obscured by clouds,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4011,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4012,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,lake,,,,,,,,,,,Air,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4013,Non Forest,NA,1990,high,no,high,,,,,,abandoned,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4014,Primary degraded,NA,1990,high,yes,high,,1997,1990,Degraded - Nearby clearing,High,,1999,1998,Degraded - Nearby clearing,High,,,,,,,Belukar,"Very small forest patch, covers 100% of pixel but not big enough to be considered ""Hutan sekunder"" for KLHK",Degraded - Nearby clearing Degraded - Nearby clearing ,Disagree - major,Yes,2011,No,High,Diana checked,beda definisi KLHK UMD,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4015,Non Forest,NA,1996,high,no,high,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4016,Non Forest,NA,1994,Low,No,high,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4017,Non Forest,NA,1990,High,No,high,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4018,Non Forest,NA,1993,Low,Yes,high,No free cloud image during 1990-1992,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,yes,2013,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4019,Primary intact,NA,1993,Low,no,low,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,no,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4020,Primary degraded,NA,1990,high,yes,High,,1992,1990,Cleared - Abandoned/transitional,high,,2012,2011,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4021,Primary intact,NA,1990,high,yes,high,,1992,1990,Degraded - Selective Logging,high,,2015,2014,Degraded - Selective Logging,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Selective Logging ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4022,Primary intact,NA,1990,high,Yes,high,,1998,1997,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4023,Primary intact,NA,1991,high,yes,low,,2016,2015,Degraded - Selective Logging,low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4024,Primary intact,NA,1994,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4025,Non Forest,NA,1992,High,no,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,Coconut plantation,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4026,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,small island,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4027,Non Forest,NA,1990,High,no,high,Sample complete!,,,,,crop,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4028,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4029,Primary intact,NA,1992,high,yes,high,,2001,2000,Degraded - Selective Logging,High,,2008,2007,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - minor,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4030,Primary intact,NA,1991,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,"Logging road nearby, but outside the white circle and I don't see any evidence of change immediately  near hte pixel",,,,,,,,,,,,,,,,,
Kalimantan,,9,,4031,Primary degraded,NA,1994,high,Yes,High,,2001,2000,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4032,Primary intact,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4033,Primary intact,NA,1990,high,No,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4034,Primary intact,NA,1995,high,yes,high,,2013,2012,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4035,Primary degraded,NA,1994,High,yes,high,,2003,2002,Degraded - Selective Logging,low,,2006,2005,Cleared - Tree plantations,High,,2016,2015,Cleared - Tree plantations,High,,Hutan Tanaman,,Degraded - Selective Logging Cleared - Tree plantations Cleared - Tree plantations,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4036,Primary intact,NA,1990,high,yes,high,,2012,2011,Degraded - Nearby clearing,low,,2016,2015,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4037,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4038,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4039,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4040,Primary intact,NA,1991,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4041,Primary intact,NA,1991,low,yes,high,,2008,2006,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,Sawit,Cleared - Palm estates  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4042,Primary intact,NA,1993,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4043,Primary intact,NA,1990,Low,yes,high,,1997,1991,Degraded - Nearby clearing,high,,2011,2010,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4044,Primary intact,NA,1992,high,Yes,low,,2012,2011,Degraded - Peatland draining nearby,Low,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Peatland draining nearby  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4045,Primary degraded,NA,1993,low,yes,high,,1997,1996,Cleared - Fire,high,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4046,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4047,Primary intact,NA,1992,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4048,Primary intact,NA,1990,high,yes,high,,2006,2005,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4049,Primary degraded,NA,1991,high,Yes,high,,1998,1993,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4050,Primary intact,NA,1990,high,yes,high,,2000,1999,Degraded - Selective Logging,Low,,2010,2009,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4051,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4052,Non Forest,NA,1990,low,No,high,,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4053,Primary degraded,NA,1994,High,yes,high,No clear image between 1990-1993,2011,2010,Cleared - Tree plantations,high,,,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4054,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4055,Primary degraded,NA,1990,low,yes,low,,1994,1990,Cleared - Abandoned/transitional,High,scrub on oxbow,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2016,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4056,Primary degraded,NA,1990,high,yes,high,,1995,1994,Degraded - Nearby clearing,High,,2009,2008,Cleared - Palm estates,Low,,,,,,,Perkebunan,Sawit,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - minor,No,none,No,High,Diana checked,Unclear whether palm was immediately planted or whether the land went through an abandoned/transitional phase (located near a palm plantation),,,,,,,,,,,,,,,,,
Kalimantan,,6,,4057,Primary intact,NA,1994,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4058,Primary intact,NA,1997,high,yes,high,,2000,1999,Degraded - Selective Logging,Low,,2012,2010,Cleared - Roading,Low,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Roading ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4059,Primary intact,NA,1990,high,yes,high,,1997,1991,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4060,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4061,Primary degraded,NA,1994,high,yes,high,No clear image during 1990-1993,1998,1997,Cleared - Abandoned/transitional,High,,2008,2007,Cleared - Palm estates,High,,,,,,,Perkebunan,Sawit,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4062,Non Forest,NA,1990,Low,no,Low,Sample complete!,,,,,valley,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4063,Primary degraded,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4064,Primary degraded,NA,1990,low,yes,low,,1993,1990,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2017,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4065,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4066,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4067,Non Forest,NA,1994,High,no,High,,,,,,scrub,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4068,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4069,Non Forest,NA,1994,high,No,high,,,,,,,,,,,,,,,,,Belukar,shrubs in karst area,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4070,Non Forest,NA,1991,high,No,high,,,,,,,,,,,,,,,,,Pertambangan,Small-scale gold mining,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4071,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Belukar,"Palm plantation, not yet planted",  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4072,Primary degraded,NA,1990,Low,yes,high,,1993,1990,Degraded - Nearby clearing,high,,1995,1993,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4073,Non Forest,NA,1990,High,no,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4074,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,peatland,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4075,Primary degraded,NA,1996,high,no,high,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4076,Primary intact,NA,1990,high,yes,high,,1998,1997,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4077,Non Forest,NA,1990,low,no,low,,,,,,,,,,,,,,,,,Perkebunan,Sawit,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4078,Non Forest,NA,1991,high,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4079,Non Forest,NA,1997,High,No,high,,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4080,Primary intact,NA,1992,high,Yes,high,,1994,1992,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2012,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4081,Non Forest,NA,1990,Low,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4082,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4083,Primary degraded,NA,1993,high,yes,high,,2001,2000,Cleared - Abandoned/transitional,Low,,2006,2005,Cleared - Abandoned/transitional,Low,,2015,2014,Cleared - Abandoned/transitional,High,"First visible in 2016 Landsat image, but a 2015 GE image shows the pixel already cleared",Lahan Terbuka,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4084,Primary degraded,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4085,Primary degraded,NA,1990,low,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4086,Primary intact,NA,1990,high,yes,high,,1996,1995,Degraded - Selective Logging,high,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4087,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4088,Primary intact,NA,1990,high,Yes,Low,,2008,2007,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,Low,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4089,Primary intact,NA,1991,low,yes,high,,2004,2003,Degraded - Selective Logging,high,,2013,2012,Degraded - Selective Logging,High,,,,,,,Hutan Sekunder,,Degraded - Selective Logging Degraded - Selective Logging ,Disagree - minor,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4090,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4091,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4092,Primary intact,NA,1990,low,no,high,"Logging road visible in the scene (but outside the white circle), possible the pixel has already been logged",,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4093,Primary degraded,NA,1992,high,yes,high,,1998,1996,Degraded - Selective Logging,High,,2007,2006,Degraded - Nearby clearing,low,,2013,2012,Cleared - Abandoned/transitional,High,,Belukar,"Cleared near palm plantation, but not yet planted",Degraded - Selective Logging Degraded - Nearby clearing Cleared - Abandoned/transitional,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4094,Non Forest,NA,1992,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4095,Primary intact,NA,1992,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4096,Non Forest,NA,1991,high,No,high,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4097,Primary intact,NA,1994,high,yes,low,,1999,1998,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4098,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4099,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4100,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4101,Primary intact,NA,1990,high,yes,high,,1995,1994,Degraded - Selective Logging,high,peatland,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4102,Primary intact,NA,1997,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4103,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4104,Primary intact,NA,1992,low,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4105,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4106,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4107,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4108,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4109,Non Forest,NA,1992,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4110,Non Forest,NA,1993,high,no,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4111,Primary intact,NA,1990,high,no,high,,,,,,highland forest,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,4112,Primary intact,NA,1990,high,yes,high,,1999,1998,Degraded - Selective Logging,high,,2007,2006,Cleared - Palm estates,high,,,,,,,Perkebunan,Sawit,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4113,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,4114,Primary intact,NA,1990,low,yes,high,,1994,1991,Degraded - Selective Logging,high,,1999,1997,Cleared - Small-holder land use,High,,2007,2006,Cleared - Small-holder land use,High,,Pertanian Lahan Kering,Located near a palm plantation,Degraded - Selective Logging Cleared - Small-holder land use Cleared - Small-holder land use,Disagree - minor,No,2014,Yes,High,Diana checked,"More smallholder clearing events in 2010, 2013, and 2015",,2010,2009,Cleared - Small-holder land use,High,,2012,2011,Cleared - Small-holder land use,High,,2015,2014,Cleared - Small-holder land use,High,,
Kalimantan,,9,,4115,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4116,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
Kalimantan,,9,,4117,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,Rubber,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,
