Island Group,Quality note,Quality,,Sample ID,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,SPOT image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,
Kalimantan,,7,,3810,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3811,Primary degraded,NA,1990,high,yes,High,No free of cloud emage during 1991-1995,1996,1990,Cleared - Rubber,High,image 1991-1995 not available,,,,,,,,,,,Perkebunan,,Cleared - Rubber  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3812,Primary intact,NA,1990,high,Yes,high,,1998,1997,Cleared - Fire,High,,2003,2002,Cleared - Fire,High,,,,,,,Belukar Rawa,,Cleared - Fire Cleared - Fire ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3813,Primary intact,NA,1991,high,yes,high,,2000,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3814,Primary intact,NA,1992,Low,yes,High,,1995,1992,Cleared - Rubber,Low,"No clear image in 1997, land clearing might have taken place in 1997",,,,,,,,,,,Perkebunan,,Cleared - Rubber  ,Disagree - minor,Yes,none,No,High,Anna checked,image 1990-1991 not available,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3815,Primary intact,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3816,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3817,Primary intact,NA,1990,High,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3818,Primary intact,NA,1996,High,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,3819,Non Forest,NA,1995,High,No,low,No clear image until 1998,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3820,Non Forest,NA,1990,High,no,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,No,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,INCONS-LU,7,,3821,Primary intact,NA,1990,High,Yes,high,Sample complete!,1995,1990,Degraded - Selective Logging,Low,,2015,2014,Degraded - Selective Logging,High,,2016,2015,Cleared - Abandoned/transitional,High,,Lahan Terbuka,,Degraded - Selective Logging Degraded - Selective Logging Cleared - Abandoned/transitional,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3822,Primary degraded,NA,1993,High,No,High,,1997,1996,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3823,Non Forest,NA,1990,low,No,High,,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3824,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3825,Primary intact,NA,1990,High,yes,High,,1994,1992,Degraded - Selective Logging,High,,1995,1994,Degraded - Nearby clearing,High,,1999,1998,Cleared - Abandoned/transitional,High,,Belukar,,Degraded - Selective Logging Degraded - Nearby clearing Cleared - Abandoned/transitional,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3826,Non Forest,NA,1991,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3827,Primary degraded,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,3828,Primary degraded,NA,1991,High,yes,high,,1997,1994,Degraded - Nearby clearing,High,,2002,2001,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,No,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3829,Non Forest,NA,1990,high,No,high,Jalan logging,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,none,No,High,Anna checked,the lastland cover adalah sesuai dengan kelas hutan sekunder (KLHK),,,,,,,,,,,,,,,,,
Kalimantan,,7,,3830,Non Forest,NA,1990,Low,No,High,,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - major,Yes,2014,No,Low,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3831,Primary intact,NA,1990,high,Yes,High,,1993,1990,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3832,Primary intact,NA,1990,high,yes,High,,2003,2002,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3833,Primary intact,NA,1990,high,yes,High,,2004,2002,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3834,Primary degraded,NA,1993,Low,yes,High,image 1990-1993 not available,1997,1996,Cleared - Fire,High,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3835,Primary intact,NA,1994,High,yes,low,,2003,2002,Degraded - Selective Logging,low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3836,Non Forest,NA,1996,High,No,high,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,3837,Primary degraded,NA,1991,Low,Yes,High,,1997,1996,Degraded - Nearby clearing,High,,2001,2000,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3838,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3839,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3840,Non Forest,NA,1994,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3841,Non Forest,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3842,Primary degraded,NA,1991,Low,Yes,high,,2007,2006,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3843,Primary intact,NA,1990,high,yes,high,,1999,1997,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3844,Primary degraded,NA,1990,Low,yes,High,Sample complete!,1999,1997,Cleared - Fire,high,clearing migh happen in 1998,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3845,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3846,Primary intact,NA,1991,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3847,Non Forest,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3848,Primary intact,NA,1990,High,yes,high,,1997,1994,Degraded - Nearby clearing,High,,1998,1997,Cleared - Fire,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Fire ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3849,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3850,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Mangrove Sekunder,,  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3851,Primary intact,NA,1990,Low,no,Low,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3852,Primary intact,NA,1990,High,Yes,high,Sample complete!,2000,1999,Degraded - Nearby clearing,Low,,2007,2006,Cleared - Fire,High,,2016,2015,Cleared - Fire,High,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Fire Cleared - Fire,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3853,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3854,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3855,Non Forest,NA,1996,high,no,high,,,,,,,,,,,,,,,,,Pertambangan,,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3856,Non Forest,NA,1994,high,No,High,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,none,No,High,Anna checked,image 1990-1993 not available,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3857,Primary degraded,NA,1990,High,yes,High,,1994,1991,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Perkebunan,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3858,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3859,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3860,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3861,Non Forest,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3862,Primary intact,NA,1991,high,yes,High,Sample complete!,2000,1999,Degraded - Selective Logging,Low,,2001,2000,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Selective Logging Cleared - Abandoned/transitional ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3863,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3864,Primary degraded,NA,1990,Low,No,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3865,Non Forest,NA,1999,Low,No,high,No cloud free image during 1990-1998,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3866,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3867,Primary intact,NA,1994,Low,Yes,high,image 1990-1993 not available but in 1989 still intact,1997,1996,Degraded - Nearby clearing,High,,1999,1998,Cleared - Abandoned/transitional,High,,2013,2011,Cleared - Abandoned/transitional,High,,Hutan Mangrove Sekunder,,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - major,Yes,2016,No,High,Anna checked,forest regroth,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3868,Non Forest,NA,1991,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3869,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3870,Primary intact,NA,1991,high,yes,high,Sample complete!,1998,1997,Cleared - Fire,high,,2007,2006,Cleared - Fire,high,,2016,2015,Cleared - Fire,High,,Lahan Terbuka,,Cleared - Fire Cleared - Fire Cleared - Fire,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3871,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3872,Primary degraded,NA,1993,high,yes,high,Sample complete!,2003,2002,Cleared - Small-holder land use,high,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3873,Primary intact,NA,1990,high,Yes,high,,1999,1998,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,1,,3874,Non Forest,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3875,Primary degraded,NA,1996,High,no,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3876,Primary degraded,NA,1992,high,Yes,High,,2001,2000,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3877,Primary degraded,NA,1994,High,yes,high,No free cloud image during 1990-1992,2000,1999,Cleared - Tree plantations,High,,2014,2013,Cleared - Tree plantations,High,,,,,,,Hutan Tanaman,,Cleared - Tree plantations Cleared - Tree plantations ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3878,Non Forest,NA,1990,Low,No,High,image 1990-1993 not available,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3879,Primary intact,NA,1993,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3880,Non Forest,NA,1993,high,no,high,no free of cloud image during 1990-1992,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2015,No,High,Anna checked,,Diana edited,,,,,,,,,,,,,,,,
Kalimantan,,7,,3881,Primary intact,NA,1993,high,yes,High,Sample complete!,2004,2003,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3882,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3883,Primary intact,NA,1990,High,yes,high,Sample complete!,1996,1994,Degraded - Nearby clearing,High,,1998,1997,Cleared - Abandoned/transitional,High,,2014,2013,Cleared - Tree plantations,High,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Tree plantations,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3884,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3885,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3886,Primary intact,NA,1996,high,yes,high,Sample complete!,2008,2007,Degraded - Selective Logging,High,,2010,2009,Cleared - Abandoned/transitional,High,,2015,2014,Cleared - Small-holder land use,High,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Abandoned/transitional Cleared - Small-holder land use,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3887,Primary intact,NA,1990,High,Yes,high,image 1990-1991 not available,1996,1992,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3888,Primary intact,NA,1990,high,yes,high,Sample complete!,1999,1998,Degraded - Selective Logging,Low,,2011,2010,Cleared - Rubber,High,,,,,,,Perkebunan,rubber,Degraded - Selective Logging Cleared - Rubber ,Disagree - minor,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3889,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3890,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3891,Primary degraded,NA,1990,High,no,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3892,Primary intact,NA,1990,High,no,high,,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3893,Primary degraded,NA,1990,High,yes,High,Sample complete!,1997,1996,Degraded - Nearby clearing,High,,2003,2002,Cleared - Abandoned/transitional,High,,2016,2015,Cleared - Abandoned/transitional,High,,Lahan Terbuka,,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Abandoned/transitional,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3894,Primary intact,NA,1991,High,no,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3895,Primary intact,NA,1991,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,3,,3896,Primary intact,NA,1990,high,yes,high,,2000,1997,Degraded - Nearby clearing,Low,,2006,2005,Degraded - Nearby clearing,High,,2007,2006,Cleared - Abandoned/transitional,High,,Lahan Terbuka,last change to open land,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Abandoned/transitional,Disagree - major,Yes,2015,Yes,High,Anna checked,,,2016,2015,Cleared - Abandoned/transitional,High,,,,,,,,,,,,
Kalimantan,,7,,3897,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3898,Primary degraded,NA,1990,high,No,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,2003,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3899,Primary intact,NA,1991,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3900,Primary degraded,NA,1994,Low,yes,High,No free cloud image during 1990-1993,1998,1995,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3901,Non Forest,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3902,Primary degraded,NA,1990,Low,Yes,high,since 1988 look degraded,,,,,,,,,,,,,,,,Hutan Rawa Sekunder,,  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3903,Primary intact,NA,1990,high,yes,High,,1998,1997,Degraded - Fire,high,,2001,2000,Cleared - Abandoned/transitional,Low,,,,,,,Belukar,,Degraded - Fire Cleared - Abandoned/transitional ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3904,Primary degraded,NA,1991,Low,Yes,High,Sample complete!,1996,1995,Cleared - Abandoned/transitional,High,,2015,2014,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3905,Primary intact,NA,1991,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3906,Primary degraded,NA,1990,Low,yes,high,Sample complete!,1999,1998,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2010,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3907,Non Forest,NA,1990,high,no,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3908,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3909,Primary degraded,NA,1990,high,yes,high,,1992,1991,Degraded - Nearby clearing,high,,1995,1994,Cleared - Abandoned/transitional,high,,2006,2005,Cleared - Palm estates,High,,Perkebunan,,Degraded - Nearby clearing Cleared - Abandoned/transitional Cleared - Palm estates,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,4,,3910,Primary degraded,NA,1991,high,yes,high,Sample complete!,1994,1993,Cleared - Abandoned/transitional,High,,1997,1996,Cleared - Abandoned/transitional,High,,2013,2012,Cleared - Tree plantations,High,,Hutan Tanaman,,Cleared - Abandoned/transitional Cleared - Abandoned/transitional Cleared - Tree plantations,Disagree - minor,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3911,Primary intact,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3912,Non Forest,NA,1992,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,rubber,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3913,Primary degraded,NA,1990,high,no,high,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,7,,3914,Primary intact,NA,1990,high,no,high,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,6,,3915,Non Forest,NA,1990,high,No,high,,,,,,,,,,,,,,,,,Perkebunan,palm estate,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,
Kalimantan,,2,,3916,Primary degraded,NA,1990,high,yes,high,,1992,1991,Degraded - Nearby clearing,High,,1993,1992,Degraded - Nearby clearing,High,,2005,2003,Cleared - Abandoned/transitional,high,,Belukar,,Degraded - Nearby clearing Degraded - Nearby clearing Cleared - Abandoned/transitional,Disagree - minor,Yes,none,Yes,High,Anna checked,,,2012,2011,Cleared - Abandoned/transitional,High,,,,,,,,,,,,
