Island Group,Person,Entry-1,SampleID ,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,KLHK land cover class,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Jawa,Nita,5,2543,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2544,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2545,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2546,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2547,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2548,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2549,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2550,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2551,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2552,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2553,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2554,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2555,Non Forest,NA,1999,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2556,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2557,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2558,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2559,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2560,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2561,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,5,2562,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2563,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2564,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2565,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2566,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2567,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2568,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2569,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2570,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2571,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2572,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2573,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2574,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2575,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2576,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2577,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2578,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,start 93,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2579,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,start 94,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2580,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2581,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,start 94,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2582,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,Teak plantation,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2583,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering,fokus mulai 89,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2584,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2585,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2586,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2587,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2588,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2589,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2590,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2591,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2592,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2593,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2594,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2595,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2596,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2597,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2598,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2599,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,start 94,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2600,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2601,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2602,Primary degraded,NA,1994,high,no,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2603,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2604,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2605,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2606,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2607,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2608,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2609,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2610,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2611,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2612,Non Forest,NA,1990,Low,No,Low,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2613,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2614,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2615,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2616,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2617,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2618,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2619,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2620,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2621,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2622,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2623,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2624,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2625,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2626,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2627,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2628,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2629,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2630,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2631,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2632,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2633,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2634,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2635,Primary intact,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2017,No,Low,Diana checked,Not sure if this is intact or degraded,,,,,,,,,,,,,,,,
Jawa,Nita,6,2636,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2637,Non Forest,NA,1996,Low,No,Low,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,Low,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2638,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2639,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,6,2640,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2641,Primary degraded,NA,1997,High,No,High,Sample complete!,2006,2005,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2642,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2643,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2644,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2645,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2646,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2647,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2648,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2649,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2650,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2651,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,jati,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2652,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2653,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,jati,  ,Disagree - major,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2654,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2655,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2656,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2657,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2658,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2659,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2660,Primary intact,NA,1994,High,Yes,High,Sample complete!,1999,1997,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,No,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2661,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2662,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2663,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2664,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,jati,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2665,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,7,2666,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
