Island Group,Person,Entry-1,SampleID ,1990 Landcover,1990 sub-class,First year of cloud-free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,KLHK land cover class,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6
Jawa,Nita,1,2173,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2174,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2175,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2176,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2177,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2178,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2179,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2180,Primary degraded,NA,1994,Low,No,High,no data until 1994,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2181,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,trees mis with agriculture ,,,,,,,,,,,,,,,,
Jawa,Nita,1,2182,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2014,No,High,Yazid checked,sugar cane plantation,,,,,,,,,,,,,,,,
Jawa,Nita,1,2183,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2015,No,High,Yazid checked,rubber plantation in Jember District,,,,,,,,,,,,,,,,
Jawa,Nita,1,2184,Non Forest,NA,1990,High,No,Low,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2185,Non Forest,NA,1994,Low,No,Low,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2186,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2187,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2188,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2189,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2190,Non Forest,NA,1993,High,No,High,no data until 1992,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2191,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2192,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2193,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2194,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2195,Primary intact,NA,1994,High,Yes,High,,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2196,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2197,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2198,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2199,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2200,Primary degraded,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2201,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2202,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2203,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2204,Non Forest,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2205,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2206,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2207,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2208,Non Forest,NA,1993,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2209,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2210,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2211,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2212,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2213,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2214,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2215,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2216,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2217,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2218,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2219,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2220,Non Forest,NA,1993,High,Yes,High,,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2221,Primary degraded,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2222,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2223,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2224,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2225,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2226,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2227,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2228,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2229,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2230,Primary degraded,NA,1990,High,Yes,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2231,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2232,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2233,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2234,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2235,Primary degraded,NA,1994,High,Yes,High,Sample complete!,1999,1997,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2236,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2237,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2238,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2239,Non Forest,NA,1994,High,Yes,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2240,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2241,Primary degraded,NA,1990,High,Yes,Low,,1999,1998,Cleared - Tree plantations,High,,,,,,,,,,,,Hutan Tanaman,,Cleared - Tree plantations  ,Disagree - major,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2242,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2243,Non Forest,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2244,Primary degraded,NA,1990,High,No,High,Sample complete!,2010,2009,Cleared - Other,High,,,,,,,,,,,,Sawah,,Cleared - Other  ,Disagree - major,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2245,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2246,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2247,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2248,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2249,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,1,2250,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Yazid checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2251,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2252,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2253,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2254,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2255,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2256,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2257,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2258,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2259,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Tanaman,Jati,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2260,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2261,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2262,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2263,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2264,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2265,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2266,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2267,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2268,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2269,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2270,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2271,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2272,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2273,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2274,Non Forest,NA,2014,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,tidak ada data landsat s.d. 2011 dan tidak ada data SPOT,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2275,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2276,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2277,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2278,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2279,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2280,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2281,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2282,Primary degraded,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2283,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2284,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2285,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2286,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2287,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2288,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2289,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2290,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2291,Non Forest,NA,1994,High,Yes,High,,,,,,,,,,,,,,,,,Hutan Tanaman,jati,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2292,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2293,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2294,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2295,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2296,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,
Jawa,Nita,2,2297,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,
