Island Group,Check,Quality note,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final interpreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sulawesi,Same sample ID,OK,9,7221,7221,7221,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7222,7222,7222,Primary degraded,Forest fragment,1995,Low,Yes,High,Data tidak tersedia tahun 1990,1997,1996,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Agree,Yes,2015,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7223,7223,7223,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7224,7224,7224,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7225,7225,7225,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7226,7226,7226,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7227,7227,7227,Primary degraded,Forest fragment,1997,Low,Yes,High,Data tidak tersedia tahun 1990,1999,1997,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Disagree - minor,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7228,7228,7228,Primary intact,NA,1991,High,Yes,High,,2003,2002,Cleared - Fire,High,,,,,,,,,,,,Belukar,,Cleared - Fire  ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7229,7229,7229,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7230,7230,7230,Primary degraded,Forest fragment,1995,Low,Yes,High,Data tidak tersedia tahun 1990,2013,2012,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7231,7231,7231,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7232,7232,7232,Primary intact,Forest fragment,1990,High,Yes,High,,1994,1990,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7233,7233,7233,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7234,7234,7234,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7235,7235,7235,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7236,7236,7236,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7237,7237,7237,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7238,7238,7238,Non Forest,NA,1997,Low,No,High,Data tidak tersedia tahun 1990,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7239,7239,7239,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7240,7240,7240,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7241,7241,7241,Primary degraded,Forest fragment,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2014,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7242,7242,7242,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7243,7243,7243,Primary degraded,Forest fragment,1990,High,Yes,High,,1998,1997,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,No,2011,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7244,7244,7244,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7245,7245,7245,Primary degraded,NA,1994,Low,Yes,High,Data tidak tersedia tahun 1990,2002,2001,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7246,7246,7246,Primary degraded,Forest fragment,1994,High,Yes,High,,1994,1990,Cleared - Abandoned/transitional,High,,1999,1998,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional Cleared - Small-holder land use ,Disagree - major,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7247,7247,7247,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7248,7248,7248,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7249,7249,7249,Primary intact,NA,1991,High,Yes,High,Sample complete!,2016,2015,Degraded - Fire,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - major,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7250,7250,7250,Primary intact,Forest fragment,1991,High,Yes,High,,1999,1998,Degraded - Fire,High,,2008,2007,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Fire Cleared - Small-holder land use ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7251,7251,7251,Primary degraded,NA,1994,High,Yes,High,,1998,1997,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7252,7252,7252,Non Forest,NA,1991,Low,Yes,High,Data tidak tersedia tahun 1990,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7253,7253,7253,Primary intact,NA,1996,Low,No,High,Data tidak tersedia tahun 1990,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7254,7254,7254,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7255,7255,7255,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7256,7256,7256,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7257,7257,7257,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Tambak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7258,7258,7258,Primary degraded,Forest fragment,1994,High,Yes,High,,1995,1994,Degraded - Natural disturbance,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Natural disturbance  ,Agree,Yes,2016,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7259,7259,7259,Primary degraded,NA,1994,Low,Yes,High,Data tidak tersedia tahun 1990,1999,1997,Degraded - Selective Logging,High,,2004,2003,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Disagree - minor,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7260,7260,7260,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7261,7261,7261,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,No,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7262,7262,7262,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7263,7263,7263,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2017,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7264,7264,7264,Primary degraded,Forest fragment,1990,High,Yes,High,,1994,1990,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2017,No,Low,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7265,7265,7265,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,OK,9,7266,7266,7266,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,none,No,High,Inggit checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7267,7267,7267,Primary intact,NA,1995,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2013,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7268,7268,7268,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7269,7269,7269,Primary intact,NA,1991,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2012,No,Low,Diana checked,"Forest on the edge of savanna, unclear if clearing adjacent to pixel is natural or was actively cleared",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7270,7270,7270,Non Forest,NA,1995,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,7271,7271,7271,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7272,7272,7272,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7273,7273,7273,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2013,No,High,Diana checked,Small possibility selective logging occurred starting in 2012,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7274,7274,7274,Primary degraded,NA,1995,High,Yes,High,,2000,1999,Cleared - Small-holder land use,Low,,,,,,,,,,,,Belukar,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7275,7275,7275,Primary intact,NA,1991,High,Yes,Low,,1997,1996,Degraded - Nearby clearing,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2015,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7276,7276,7276,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7277,7277,7277,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7278,7278,7278,Primary degraded,NA,1994,Low,Yes,High,,2008,2007,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2016,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7279,7279,7279,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7280,7280,7280,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pemukiman,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7281,7281,7281,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7282,7282,7282,Non Forest,NA,1991,Low,No,Low,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Over-entry,3,7283,7283,7283,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Disagree - minor,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7284,7284,7284,Primary degraded,NA,1990,High,Yes,High,,1994,1990,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7285,7285,7285,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7286,7286,7286,Primary degraded,NA,1990,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2017,No,High,Diana checked,Forest near agricultural land,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7287,7287,7287,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7288,7288,7288,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7289,7289,7289,Primary degraded,NA,1990,Low,Yes,High,,1997,1994,Cleared - Small-holder land use,Low,,2003,2002,Cleared - Small-holder land use,Low,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use Cleared - Small-holder land use ,Disagree - minor,Yes,2013,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7290,7290,7290,Primary degraded,NA,1990,Low,Yes,Low,,1997,1996,Cleared - Small-holder land use,High,,,,,,,,,,,,Sawah,,Cleared - Small-holder land use  ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7291,7291,7291,Primary degraded,NA,1991,Low,Yes,High,,1997,1996,Cleared - Abandoned/transitional,Low,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2016,No,Low,Diana checked,Unsure about 1990 land cover - primary intact or primary degraded,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7292,7292,7292,Primary intact,NA,1994,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2015,No,Low,Diana checked,Possible pixel was degraded during the time periodd,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7293,7293,7293,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2011,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7294,7294,7294,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7295,7295,7295,Primary intact,NA,1994,High,Yes,High,,2004,2003,Degraded - Nearby clearing,High,Nearby road building,2006,2005,Cleared - Abandoned/transitional,High,,,,,,,Lahan Terbuka,"Possible clearing for palm developoment, or another large-scale plantation",Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - major,Yes,2009,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7296,7296,7296,Primary intact,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2016,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7297,7297,7297,Non Forest,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7298,7298,7298,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7299,7299,7299,Primary intact,NA,1990,High,Yes,High,,2002,2001,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Disagree - minor,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7300,7300,7300,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7301,7301,7301,Primary degraded,NA,1994,Low,Yes,High,,2001,2000,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2017,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7302,7302,7302,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7303,7303,7303,Primary intact,NA,1996,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7304,7304,7304,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7305,7305,7305,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7306,7306,7306,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Air,,  ,Agree,Yes,none,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7307,7307,7307,Primary degraded,NA,1994,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7308,7308,7308,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Savana,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7309,7309,7309,Primary intact,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7310,7310,7310,Non Forest,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2017,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7311,7311,7311,Primary intact,NA,1997,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7312,7312,7312,Primary intact,NA,1994,Low,Yes,Low,,2016,2015,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,Low,Diana checked,"Unclear whether selective logging took place in 2016, or whether it was just a dry year",,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7313,7313,7313,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,2015,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Inconsistence,6,7314,7314,7314,Primary intact,NA,1994,High,Yes,High,,1998,1995,Cleared - Abandoned/transitional,Low,"Unsure if the pixel was cleared, or if the clearing was adjacent to the pixel",,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - major,Yes,2015,No,Low,Diana checked,Unclear if pixel was cleared or just degraded in 1998,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7315,7315,7315,Primary intact,NA,1994,High,Yes,High,,2012,2011,Degraded - Nearby clearing,Low,Clearing near the pixel could have been a natural disturbance,,,,,,,,,,,Hutan Mangrove Sekunder,,Degraded - Nearby clearing  ,Disagree - major,Yes,2014,No,Low,Diana checked,,,,,,,,,,,,,,,,,,,,
Sulawesi,Same sample ID,Outlayer_lev1,8,7316,7316,7316,Primary intact,NA,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Diana checked,,,,,,,,,,,,,,,,,,,,
