Island Group,Check,SPOT data is cloudy; LULC from GE 2014,Quality,Sample ID QC,Sample ID,SampleID (from user join),1990 Landcover,1990 sub-class,First year of cloud free data,1990 confidence,change event? 1990-2015,change event conf,1990 notes,year of change 1,Prev cloud-free yr 1,change type 1,Confidence change 1,notes change 1,year of change 2,previous cloud-free year 2,change type 2,Confidence change 2,notes change 2,year of change 3,previous cloud-free year 3,change type 3,Confidence change 3,notes change 3,LULC SPOT6/7,Classification Notes,Transition Summary,AGREE or DISAGREE,Spot image?,High Res GE?,More than 3 change events?,Confidence of final intepreter,User,Final interpreter notes,Diana edited notes,year of change 4,previous cloud-free year 4,change type 4,Confidence change 4,notes change 4,year of change 5,previous cloud-free year 5,change type 5,Confidence change 5,notes change 5,year of change 6,previous cloud-free year 6,change type 6,Confidence change 6,notes change 6,,,
Sumatera,Same sample ID,OK,9,8618,8618,8618,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8619,8619,8619,Primary degraded,NA,1990,High,No,Low,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8620,8620,8620,Primary degraded,NA,1990,High,Yes,High,,1998,1997,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8621,8621,8621,Non Forest,NA,1995,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - major,Yes,2016,No,High,Anna checked,image 1990-1994 not available,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8622,8622,8622,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,No,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8623,8623,8623,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8624,8624,8624,Primary intact,NA,1990,High,Yes,High,,2005,2004,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Disagree - minor,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8625,8625,8625,Non Forest,NA,1994,High,No,High,,,,,,,,,,,,,,,,,Hutan Tanaman,,  ,Disagree - major,Yes,2015,No,High,Anna checked,image 1990-1992 not available,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8626,8626,8626,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8627,8627,8627,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8628,8628,8628,Primary degraded,NA,1992,High,No,High,,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8629,8629,8629,Primary intact,NA,1990,High,Yes,High,Sample complete!,1994,1993,Degraded - Selective Logging,High,,2004,2003,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8630,8630,8630,Primary intact,NA,1990,High,Yes,High,,1999,1998,Degraded - Selective Logging,High,,2007,2006,Cleared - Tree plantations,High,,,,,,,Hutan Tanaman,,Degraded - Selective Logging Cleared - Tree plantations ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8631,8631,8631,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8632,8632,8632,Primary intact,NA,1992,High,Yes,High,,1995,1993,Degraded - Selective Logging,High,"based on google earth, selective since 1995",2006,2005,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8633,8633,8633,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8634,8634,8634,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8635,8635,8635,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8636,8636,8636,Primary degraded,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8637,8637,8637,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Lahan Terbuka,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8638,8638,8638,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8639,8639,8639,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,No,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8640,8640,8640,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,pineaple farm,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8641,8641,8641,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8642,8642,8642,Primary degraded,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - minor,No,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8643,8643,8643,Non Forest,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,image 1990-1992 not available,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8644,8644,8644,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8645,8645,8645,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8646,8646,8646,Non Forest,NA,1992,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8647,8647,8647,Primary intact,NA,1990,High,Yes,High,,1997,1996,Degraded - Nearby clearing,High,,1998,1997,Cleared - Abandoned/transitional,High,,,,,,,Belukar,,Degraded - Nearby clearing Cleared - Abandoned/transitional ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8648,8648,8648,Primary degraded,NA,1994,Low,Yes,High,,2004,2003,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,none,No,High,Anna checked,,Diana edited,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8649,8649,8649,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8650,8650,8650,Primary intact,NA,1992,High,Yes,High,,1997,1996,Cleared - Palm estates,High,,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8651,8651,8651,Primary intact,NA,1990,High,Yes,High,Sample complete!,2016,2015,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8652,8652,8652,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1992,1990,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2017,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8653,8653,8653,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8654,8654,8654,Primary degraded,Forest fragment,1990,High,Yes,High,,1996,1995,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8655,8655,8655,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8656,8656,8656,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8657,8657,8657,Non Forest,NA,1994,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Agree,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8658,8658,8658,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,Yes,2013,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8659,8659,8659,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8660,8660,8660,Primary intact,NA,1990,High,Yes,High,,2008,2007,Degraded - Nearby clearing,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Nearby clearing  ,Agree,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8661,8661,8661,Primary intact,NA,1990,High,Yes,High,,1999,1997,Degraded - Fire,High,,2010,2009,Degraded - Fire,High,,2013,2012,Cleared - Tree plantations,High,,Hutan Tanaman,,Degraded - Fire Degraded - Fire Cleared - Tree plantations,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8662,8662,8662,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8663,8663,8663,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering,,  ,Agree,No,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8664,8664,8664,Primary degraded,NA,1990,Low,Yes,High,Sample complete!,2006,2005,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8665,8665,8665,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8666,8666,8666,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8667,8667,8667,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1997,1990,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8668,8668,8668,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8669,8669,8669,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar Rawa,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8670,8670,8670,Primary degraded,NA,1990,High,Yes,High,Sample complete!,2000,1999,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8671,8671,8671,Primary intact,NA,1996,High,Yes,High,,2007,2006,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar Rawa,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8672,8672,8672,Primary intact,NA,1990,High,Yes,High,Sample complete!,1997,1995,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8673,8673,8673,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8674,8674,8674,Primary intact,NA,1996,High,Yes,High,,2011,2010,Degraded - Selective Logging,Low,,2014,2013,Cleared - Tree plantations,High,,,,,,,Hutan Tanaman,,Degraded - Selective Logging Cleared - Tree plantations ,Disagree - major,Yes,2011,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8675,8675,8675,Primary intact,NA,1996,High,Yes,High,Sample complete!,2016,2015,Degraded - Fire,High,,,,,,,,,,,,Hutan Rawa Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8676,8676,8676,Non Forest,NA,1993,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - minor,Yes,2008,No,High,Anna checked,image not available 1990-1992,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8677,8677,8677,Primary degraded,Forest fragment,1990,High,Yes,High,,1997,1994,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8678,8678,8678,Primary degraded,NA,1990,High,Yes,High,,2000,1999,Cleared - Abandoned/transitional,High,,,,,,,,,,,,Belukar,,Cleared - Abandoned/transitional  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8679,8679,8679,Primary intact,NA,1993,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Rawa Primer,,  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8680,8680,8680,Primary intact,NA,1990,High,Yes,High,,2007,2006,Degraded - Selective Logging,High,,2009,2008,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Selective Logging Cleared - Small-holder land use ,Disagree - minor,Yes,2008,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8681,8681,8681,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Belukar,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8682,8682,8682,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8683,8683,8683,Non Forest,NA,1992,High,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8684,8684,8684,Primary intact,NA,1992,High,Yes,Low,Sample complete!,2004,2002,Cleared - Tree plantations,High,Acasia mangium ,2011,2010,Cleared - Tree plantations,High,,,,,,,Hutan Tanaman,,Cleared - Tree plantations Cleared - Tree plantations ,Disagree - minor,Yes,2009,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8685,8685,8685,Primary intact,NA,1993,High,Yes,High,,1998,1996,Degraded - Fire,High,,2000,1999,Cleared - Abandoned/transitional,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Fire Cleared - Abandoned/transitional ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8686,8686,8686,Non Forest,NA,1991,Low,No,High,,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8687,8687,8687,Primary degraded,NA,1992,High,Yes,High,Sample complete!,1999,1998,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2015,No,High,Anna checked,image not available 1990-1995,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8688,8688,8688,Primary degraded,Forest fragment,1991,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8689,8689,8689,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8690,8690,8690,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8691,8691,8691,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8692,8692,8692,Primary intact,NA,1996,High,Yes,High,,2005,2004,Degraded - Nearby clearing,High,,2006,2005,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Nearby clearing Cleared - Palm estates ,Disagree - major,Yes,2010,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8693,8693,8693,Primary degraded,NA,1990,Low,Yes,High,,2000,1999,Cleared - Abandoned/transitional,High,,2006,2005,Cleared - Palm estates,High,,,,,,,Perkebunan,,Cleared - Abandoned/transitional Cleared - Palm estates ,Disagree - minor,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8694,8694,8694,Primary intact,NA,1990,High,Yes,High,Sample complete!,2001,2000,Degraded - Selective Logging,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - major,Yes,none,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8695,8695,8695,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8696,8696,8696,Primary degraded,NA,1990,High,Yes,High,Sample complete!,1995,1994,Cleared - Abandoned/transitional,High,,2004,2003,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional Cleared - Small-holder land use ,Disagree - major,Yes,2014,No,High,Anna checked,,Diana edited,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8697,8697,8697,Primary degraded,Forest fragment,1990,High,Yes,High,,2004,2003,Cleared - Small-holder land use,High,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - minor,No,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8698,8698,8698,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Sawah,,  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8699,8699,8699,Primary intact,NA,1991,High,Yes,High,,1996,1995,Degraded - Selective Logging,High,,1999,1998,Cleared - Palm estates,High,,,,,,,Perkebunan,,Degraded - Selective Logging Cleared - Palm estates ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8700,8700,8700,Non Forest,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Perkebunan,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8701,8701,8701,Primary degraded,NA,1990,High,Yes,High,,2009,2008,Cleared - Abandoned/transitional,High,,2012,2011,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Abandoned/transitional Cleared - Small-holder land use ,Disagree - minor,Yes,2012,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8702,8702,8702,Primary intact,NA,1991,High,Yes,High,Sample complete!,2006,2005,Degraded - Selective Logging,High,,,,,,,,,,,,Hutan Sekunder,,Degraded - Selective Logging  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,"Inconsistence, Overentry",4,8703,8703,8703,Non Forest,NA,1990,Low,No,High,Sample complete!,,,,,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8704,8704,8704,Primary intact,NA,1992,High,Yes,High,Sample complete!,1998,1997,Degraded - Fire,Low,,,,,,,,,,,,Hutan Sekunder,,Degraded - Fire  ,Disagree - minor,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8705,8705,8705,Primary degraded,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Sekunder,,  ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8706,8706,8706,Primary degraded,NA,1995,Low,Yes,High,Sample complete!,2012,2011,Cleared - Small-holder land use,Low,,,,,,,,,,,,Pertanian Lahan Kering Campur Semak,,Cleared - Small-holder land use  ,Disagree - major,Yes,2016,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Over-entry,3,8707,8707,8707,Non Forest,NA,1990,High,No,High,,,,,,,,,,,,,,,,,Perkebunan,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8708,8708,8708,Primary intact,NA,1990,High,Yes,High,Sample complete!,2000,1999,Degraded - Nearby clearing,High,,2016,2015,Cleared - Small-holder land use,High,,,,,,,Pertanian Lahan Kering Campur Semak,,Degraded - Nearby clearing Cleared - Small-holder land use ,Disagree - major,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8709,8709,8709,Primary degraded,NA,1990,High,Yes,High,,1995,1990,Cleared - Palm estates,High,palm estate ,,,,,,,,,,,Perkebunan,,Cleared - Palm estates  ,Agree,Yes,2015,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,Inconsistence,6,8710,8710,8710,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Disagree - minor,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
Sumatera,Same sample ID,OK,9,8711,8711,8711,Primary intact,NA,1990,High,No,High,Sample complete!,,,,,,,,,,,,,,,,Hutan Primer,,  ,Agree,Yes,2014,No,High,Anna checked,,,,,,,,,,,,,,,,,,,,
