ISLAND,ID,FINAL_LU_UMD,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,NUM_CHANGE,X1990_LC,CH1_YR,CH1_TYPE,CH2_YR,CH2_TYPE,CH3_YR,CH3_TYPE,CH4_YR,CH4_TYPE,CH5_YR,CH5_TYPE,CH6_YR,CH6_TYPE,KLHK_LU,TRAJECTORY
Sulawesi,7171,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Sulawesi,7175,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sulawesi,7201,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Sawah,Non forest
Sumatera,9168,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9170,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Sumatera,9218,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9234,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9262,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9272,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sumatera,9281,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9282,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9310,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Sumatera,9314,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9342,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9346,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9351,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9362,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Sumatera,9365,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9368,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9376,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Sumatera,9396,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9411,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9425,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9439,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9449,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9451,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9461,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9479,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9492,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sumatera,9496,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Sumatera,9503,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9507,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove,Primary intact
Sumatera,9508,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9521,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9527,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9528,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9551,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove Sekunder,Non forest
Sumatera,9554,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Sumatera,9562,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Sumatera,9564,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Sumatera,9567,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Non forest
Sumatera,9574,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Sumatera,9578,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Non forest
Sumatera,9582,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Irian_Jaya,250,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pemukiman,Non forest
Irian_Jaya,251,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,254,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,257,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Irian_Jaya,259,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,274,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,275,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,286,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,288,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,292,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,315,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,338,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,352,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,358,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,386,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,395,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,398,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,403,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,405,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,411,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,412,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,428,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,432,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,438,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,450,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,451,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,464,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,465,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,477,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Sekunder,Primary degraded
Irian_Jaya,484,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Kalimantan,3445,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3446,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,3468,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3483,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,3495,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,3507,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Kalimantan,3523,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,3582,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,3592,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Kalimantan,4882,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Kalimantan,4889,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Kalimantan,4894,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,4907,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Air,Non forest
Kalimantan,4927,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertambangan,Non forest
Kalimantan,4940,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Kalimantan,4942,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Kalimantan,4959,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Kalimantan,5011,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Perkebunan,Non forest
Maluku,5886,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering Campur Semak,Non forest
Maluku,5919,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sulawesi,6946,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Sulawesi,6947,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sulawesi,6979,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Sulawesi,7104,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Sulawesi,7115,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Sulawesi,7123,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Sulawesi,7128,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,1,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,2,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,3,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,4,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,5,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Mangrove,Primary intact
Irian_Jaya,6,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,8,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,9,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,12,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,13,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,15,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,17,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar,Non forest
Irian_Jaya,20,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,21,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,23,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,25,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,27,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,28,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,29,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,30,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,32,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,34,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,35,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,38,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,39,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,40,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,41,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,42,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,44,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Irian_Jaya,45,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,46,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,47,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,51,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Pertanian Lahan Kering,Non forest
Irian_Jaya,52,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,53,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,54,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,55,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,56,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Sekunder,Primary degraded
Irian_Jaya,60,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Lahan Terbuka,Non forest
Irian_Jaya,61,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,62,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,63,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,64,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Rawa,Non forest
Irian_Jaya,65,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,66,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,67,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,68,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,69,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,70,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,71,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,73,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,76,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,77,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Air,Non forest
Irian_Jaya,78,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,79,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Sawah,Non forest
Irian_Jaya,80,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,81,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,82,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,83,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,84,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,85,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,86,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,88,Primary degraded,0,NA,0,NA,0,Primary degraded,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary degraded
Irian_Jaya,89,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,90,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,92,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,93,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,94,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,95,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,96,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,97,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,98,Non forest,0,NA,0,NA,0,Non forest,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Belukar Rawa,Non forest
Irian_Jaya,99,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,103,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
Irian_Jaya,104,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Rawa Primer,Primary intact
Irian_Jaya,105,Primary intact,0,NA,0,NA,0,Primary intact,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,Hutan Primer,Primary intact
